file_name,functionVerified,function_name,function_line,error
 database/sqlite/sqlite3.c, compare2pow63, compare2pow63 , 32337 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, compileoptiongetFunc, compileoptiongetFunc , 120335 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, computeCellSize, computeCellSize , 72432 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, computeHMS, computeHMS , 22626 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, computeJD, computeJD , 22430 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, computeNumericType, computeNumericType , 21788 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, computeYMD, computeYMD , 22597 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, connectionIsBusy, connectionIsBusy , 166282 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, countInverse, sqlite3VdbeMemClearAndResize , 77300 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, countLookasideSlots, countLookasideSlots , 21959 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, createAggContext, createAggContext , 85026 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, createMask, createMask , 149486 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, databaseIsUnmoved, sqlite3OsFileControl , 23582 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, databaseName, databaseName , 169430 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, datetimeError, datetimeError , 22418 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, dbReallocFinish, dbReallocFinish , 28457 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, decodeIntArray, decodeIntArray , 111115 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, disableLookaside, disableLookaside , 158081 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, disableTerm, disableTerm , 145397 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, disconnectAllVtab, sqlite3DbFreeNN , 28200 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, dotlockUnlock, dotlockUnlock , 36394 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, downgradeAllSharedCacheTableLocks, downgradeAllSharedCacheTableLocks , 65925 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, dupedExprStructSize, dupedExprStructSize , 102470 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, enlargeAndAppend, sqlite3StrAccumEnlarge , 29541 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, estimateIndexWidth, estimateIndexWidth , 114481 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, estimateTableWidth, estimateTableWidth , 114465 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, et_getdigit, et_getdigit , 28754 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, explainAppendTerm, sqlite3_str_append , 29621 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, explainIndexColumnName, explainIndexColumnName , 145120 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, exprCodeBetween, exprCodeBetween , 106107 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, exprColumnFlagUnion, exprColumnFlagUnion , 123273 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, exprIdxCover, sqlite3TableColumnToIndex , 113395 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, exprIsConst, exprNodeIsConstant , 14327 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, exprNodeIsConstant, exprNodeIsConstant , 103308 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, exprNodeIsDeterministic, exprNodeIsDeterministic , 153899 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, exprProbability, exprProbability , 99955 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, exprSelectUsage, sqlite3WhereExprUsageNN , 149145 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, exprSetHeight, exprSetHeight , 101977 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, exprSrcCount, exprSrcCount , 107012 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, exprStructSize, exprStructSize , 102426 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, exprToRegister, sqlite3ExprSkipCollateAndLikely , 101368 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, fetchPayload, fetchPayload , 70558 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, finalDbSize, finalDbSize , 69347 ,division by zero
 database/sqlite/sqlite3.c, finalizeAggFunctions, sqlite3VdbeAppendP4 , 80258 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, findElementWithHash, findElementWithHash , 33552 ,division by zero
 database/sqlite/sqlite3.c, findNextHostParameter, findNextHostParameter , 86253 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, findRightmost, findRightmost , 132262 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, fixDistinctOpenEph, fixDistinctOpenEph , 132952 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, fkChildIsModified, fkChildIsModified , 122399 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, fkParentIsModified, fkParentIsModified , 122430 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, freeP4, freeP4 , 80064 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, freeP4FuncCtx, freeP4FuncCtx , 80031 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, freeP4Mem, freeP4Mem , 80027 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, gatherSelectWindowsSelectCallback, gatherSelectWindowsSelectCallback , 102687 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, generateColumnTypes, generateColumnTypes , 133972 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, getAutoVacuum, sqlite3GetInt32 , 32526 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, getCellInfo, getCellInfo , 70044 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, getDoubleArg, getDoubleArg , 28782 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, getIntArg, getIntArg , 28778 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, getLocalPayload, getLocalPayload , 205758 ,division by zero
 database/sqlite/sqlite3.c, getLockingMode, sqlite3StrICmp , 31989 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, getPageError, getPageError , 58294 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, getPageReferenced, getPageReferenced , 75317 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, getSafetyLevel, getSafetyLevel , 128509 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, getTempStore, getTempStore , 128571 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, groupConcatFinalize, sqlite3_aggregate_context , 85051 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, growVTrans, growVTrans , 143875 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, hasAnchor, hasAnchor , 134713 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, hasColumn, hasColumn , 114493 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, hasHotJournal, hasHotJournal , 57727 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, heightOfExpr, heightOfExpr , 101940 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, impliesNotNullRow, impliesNotNullRow , 106797 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, incrAggDepth, incrAggDepth , 99250 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, indexColumnIsBeingUpdated, indexColumnIsBeingUpdated , 141196 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, indexColumnNotNull, indexColumnNotNull , 149763 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, indexIteratorFirst, indexIteratorFirst , 124522 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, indexIteratorNext, indexIteratorNext , 124538 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, indexWhereClauseMightChange, indexWhereClauseMightChange , 141225 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, initMemArray, initMemArray , 80779 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, insertElement, insertElement , 33486 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, integrityCheckResultRow, sqlite3VdbeAddOp3 , 79151 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, invalidateAllOverflowCache, invalidateAllOverflowCache , 65980 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, invalidateIncrblobCursors, invalidateIncrblobCursors , 66008 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, invokeProfileCallback, invokeProfileCallback , 84237 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, invokeValueDestructor, sqlite3VdbeMemSetStr , 78093 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, isAllZero, isAllZero , 83158 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, isAuxiliaryVtabOperator, isAuxiliaryVtabOperator , 148044 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, isCandidateForInOpt, isCandidateForInOpt , 103700 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, isLookaside, isLookaside , 28109 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, isSelfJoinView, isSelfJoinView , 138157 ,Same object violation
 database/sqlite/sqlite3.c, isSetNullAction, isSetNullAction , 122449 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, isSimpleCount, isSimpleCount , 137000 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, journalHdrOffset, journalHdrOffset , 54006 ,division by zero
 database/sqlite/sqlite3.c, keywordCode, keywordCode , 163804 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, last_valueValueFunc, sqlite3VdbeMemCopy , 78028 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, loadAnalysis, sqlite3GetVdbe , 134314 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, lockTable, lockTable , 112480 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, lookasideMallocSize, lookasideMallocSize , 28125 ,Same object violation
 database/sqlite/sqlite3.c, markTermAsChild, markTermAsChild , 148069 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, matchQuality, matchQuality , 118112 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, memIntValue, memIntValue , 77594 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, memRealValue, memRealValue , 77623 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, memdbAccess, memdbAccess , 49128 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, memdbCurrentTimeInt64, memdbCurrentTimeInt64 , 48556 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, memdbWrite, memdbEnter , 48719 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, memjrnlCreateFile, memjrnlCreateFile , 98663 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, memjrnlFileSize, memjrnlFileSize , 98825 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, memjrnlRead, memcpy , 264 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, nocaseCollatingFunc, sqlite3_strnicmp , 32012 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, nolockCheckReservedLock, nolockCheckReservedLock , 36241 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, numberOfCachePages, numberOfCachePages , 50067 ,division by zero
 database/sqlite/sqlite3.c, numericType, numericType , 86896 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, openSubJournal, sqlite3JournalOpen , 98887 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, out2Prerelease, vdbeMemClearExternAndSetNull , 77510 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pagerAcquireMapPage, pagerAcquireMapPage , 56647 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pagerAddPageToRollbackJournal, pagerAddPageToRollbackJournal , 58554 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pagerBeginReadTransaction, walTryBeginRead , 63006 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pagerExclusiveLock, pagerLockDb , 53812 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pagerFixMaplimit, sqlite3OsFileControlHint , 23585 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pagerLockDb, sqlite3OsLock , 23538 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pagerOpenSavepoint, pagerOpenSavepoint , 59472 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pagerOpenWal, pagerOpenWal , 60126 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pagerOpenWalIfPresent, pagerOpenWalIfPresent , 55931 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pagerOpentemp, pagerOpentemp , 56273 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pagerPagecount, pagerPagecount , 55903 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pagerReleaseMapPage, sqlite3OsUnfetch , 23624 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pagerRollbackWal, pagerRollbackWal , 55745 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pagerSyncHotJournal, sqlite3OsSync , 23530 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pagerUnlockDb, sqlite3OsUnlock , 23541 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pager_cksum, pager_cksum , 54838 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pager_end_transaction, pager_end_transaction , 54683 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pager_error, pager_error , 54571 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pager_truncate, sqlite3OsWrite , 23523 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pager_unlock, pager_unlock , 54472 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pager_write_changecounter, pager_write_changecounter , 55676 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, patternCompare, patternCompare , 120005 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pcache1AllocPage, pcache1AllocPage , 51168 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pcache1Destroy, pcache1RemoveFromHash , 51315 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pcache1FetchNoMutex, pcache1FetchNoMutex , 51711 ,division by zero
 database/sqlite/sqlite3.c, pcache1FetchStage2, pcache1FetchStage2 , 51580 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pcache1Pagecount, pcache1Pagecount , 51560 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pcache1PinPage, pcache1PinPage , 51290 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pcache1Rekey, pcache1Rekey , 51828 ,division by zero
 database/sqlite/sqlite3.c, pcache1RemoveFromHash, pcache1FreePage , 51189 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pcache1ResizeHash, pcache1ResizeHash , 51250 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pcache1TruncateUnsafe, pcache1TruncateUnsafe , 51361 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pcacheFetchFinishWithInit, sqlite3PcacheFetchFinish , 50316 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pcacheManageDirtyList, pcacheManageDirtyList , 49976 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pcacheMergeDirtyList, pcacheMergeDirtyList , 50514 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, populateCellCache, populateCellCache , 72414 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pragmaVtabBestIndex, pragmaVtabBestIndex , 130855 ,array bounds violated: array `seen' upper bound
 database/sqlite/sqlite3.c, pragmaVtabColumn, pragmaVtabColumn , 130987 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pragmaVtabEof, pragmaVtabEof , 130975 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pragmaVtabRowid, pragmaVtabRowid , 131001 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, printfTempBuf, printfTempBuf , 28801 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pthreadMutexEnter, pthread_mutex_lock_noassert , 298 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pthreadMutexLeave, pthread_mutex_unlock_noassert , 25 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, pthreadMutexTry, pthread_mutex_trylock , 380 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, ptrmapPageno, ptrmapPageno , 66437 ,division by zero
 database/sqlite/sqlite3.c, putVarint64, putVarint64 , 32616 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, querySharedCacheTableLock, querySharedCacheTableLock , 65768 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, read32bits, read32bits , 53750 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, readDbPage, sqlite3OsRead , 23519 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, readJournalHdr, readJournalHdr , 54220 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, recomputeColumnsNotIndexed, recomputeColumnsNotIndexed , 114558 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, recomputeColumnsUsed, recomputeColumnsUsed , 135816 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, recomputeColumnsUsedExpr, recomputeColumnsUsedExpr , 135806 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, releaseMemArray, releaseMemArray , 80796 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, renameColumnExprCb, renameColumnExprCb , 108391 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, renameColumnIdlistNames, renameColumnIdlistNames , 108494 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, renameColumnTokenNext, renameColumnTokenNext , 108420 ,Same object violation
 database/sqlite/sqlite3.c, renameReloadSchema, renameReloadSchema , 107518 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, renameResolveTrigger, renameResolveTrigger , 108670 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, renameTableExprCb, renameTokenFind , 108354 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, renameUnmapExprCb, renameUnmapExprCb , 108197 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, renameWalkTrigger, walkExpr , 99023 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, renumberCursors, srclistRenumberCursors , 135852 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, renumberCursorsCb, renumberCursorsCb , 135868 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, resizeIndexObject, resizeIndexObject , 114436 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, resolveAsName, resolveAsName , 100425 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, resolveOrderByTermToExprList, resolveOrderByTermToExprList , 100467 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, resolveP2Values, resolveP2Values , 79720 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, resolveRemoveWindowsCb, sqlite3WindowUnlinkFromSelect , 156032 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, returnSingleInt, sqlite3VdbeDb , 83968 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, rowSetEntryAlloc, rowSetEntryAlloc , 52170 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, rowSetEntryMerge, rowSetEntryMerge , 52236 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, rowSetListToTree, rowSetListToTree , 52366 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, rowSetNDeepTree, rowSetNDeepTree , 52349 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, rowSetTreeToList, rowSetTreeToList , 52299 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, rtrimCollFunc, rtrimCollFunc , 166122 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, searchWith, searchWith , 137145 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, seekAndRead, seekAndRead , 37366 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, seekAndWrite, seekAndWriteFd , 37508 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, selectAddSubqueryTypeInfo, selectAddSubqueryTypeInfo , 137823 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, selectSrcCount, selectSrcCount , 106995 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, selectWindowRewriteSelectCb, sqlite3WalkSelect , 99159 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, setDateTimeToCurrent, sqlite3StmtCurrentTime , 85014 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, setDestPgsz, sqlite3BtreeSetPageSize , 68349 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, setDeviceCharacteristics, setDeviceCharacteristics , 38153 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, setDoNotMergeFlagOnCopy, sqlite3VdbeGetOp , 80350 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, setGetterMethod, setGetterMethod , 53693 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, setPageReferenced, setPageReferenced , 75325 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, setPendingFd, setPendingFd , 35948 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, setPragmaResultColumnNames, sqlite3VdbeSetNumCols , 81490 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, setRawDateNumber, setRawDateNumber , 22531 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, setResultStrOrError, setResultStrOrError , 84539 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, setSharedCacheTableLock, setSharedCacheTableLock , 65837 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, setupLookaside, sqlite3LookasideUsed , 21969 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, signFunc, signFunc , 121418 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, sqlite3AddInt64, sqlite3AddInt64 , 33099 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, sqlite3AddNotNull, sqlite3AddNotNull , 113879 ,dereference failure: invalid pointer
 database/sqlite/sqlite3.c, sqlite3AggInfoPersistWalkerInit, sqlite3AggInfoPersistWalkerInit , 107110 ,dereference failure: invalid pointer
